									Percentile	Global Written	Global Read	Temp Written	Temp Read
									20	43	28	0	0
									50	"26,434"	"12,310"	"3,621"	"5,270"
									90	"5,189,312"	"3,664,867"	"2,335,200"	"3,109,876"
									99	"109,872,552"	"104,301,900"	"48,835,649"	"57,291,349"
									99.9	"723,635,551"	"719,054,918"	"272,325,283"	"355,459,219"
									99.99	"2,870,992,194"	"2,870,710,332"	"2,095,380,984"	"2,121,207,419"
													
													
									Max	"4,744,884,684"	"4,743,848,299"	" 2,876,545,372 "	" 2,578,337,402 "
													
													
													
													
													
													
VC	Job	Total Read	Total Temp Read	Total Global Read	Total Written	Total Temp Written	Total Global Written						
adplatform.audienceintelligence.implicit.prod	DealsIntelligenceJob_5ac4e997-7a8c-464b-9def-f869b3c8358a	1013.107178	365.074189	648.032989	1013.107178	248.522756	764.584422						
adplatform.audienceintelligence.implicit.prod	DealsIntelligenceJob_9b32ac57-13b5-454a-acc2-8aa5537b00ae	1013.107178	365.074189	648.032989	1013.107178	248.522756	764.584422						
adplatform.audienceintelligence.implicit.prod	DealsIntelligenceJob_dd628923-c55a-4b05-bc30-119e3760ea9b	1017.412568	367.599048	649.81352	1017.412568	250.203098	767.20947						
adplatform.audienceintelligence.implicit.prod	DealsIntelligenceJob_f516d469-52c9-4ebc-92a2-861d85b872e4	1013.107178	365.074189	648.032989	1013.107178	248.522756	764.584422						
adplatform.audienceintelligence.implicit.prod	DimensionsJob_3a96897b-5f5f-49ce-85f7-6b69fb8f3aa1	3549059.968	2274406.688	1274653.28	3549059.968	2273949.138	1275110.83						
adplatform.audienceintelligence.implicit.prod	DimensionsJob_73ae45d2-f156-4482-bb0e-2f258c47cf51	3522336.432	2256418.557	1265917.876	3522336.432	2255917.78	1266418.652						
adplatform.audienceintelligence.implicit.prod	DimensionsJob_bd6cbdbf-8f2e-4530-b7b7-e7374b4bee4f	3534953.393	2266735.14	1268218.253	3534953.393	2262118.27	1272835.122						
adplatform.audienceintelligence.implicit.prod	DimensionsJob_dfbe12dd-861e-4a1d-8186-30c9c6bd8842	4664592.102	3327013.56	1337578.542	4664592.102	2960212.95	1704379.152						
adplatform.audienceintelligence.implicit.prod	DimensionsJob_f22c55c6-58cf-4d57-9eb2-8e850fa88247	3524258.217	2258350.515	1265907.702	3524258.217	2257600.475	1266657.741						
adplatform.audienceintelligence.implicit.prod	ExtractActiveUsersJob_cd189011-e864-4b7c-b82a-d4fd26616862	2308678.277	15903.52646	2292774.751	2308678.277	15903.52646	2292774.751						
adplatform.audienceintelligence.implicit.prod	ExtractActiveUsersJob_ce2dafbf-184d-438f-acf1-cb5e676bb355	2284211.414	14181.11191	2270030.302	2284211.414	14181.11191	2270030.302						
adplatform.audienceintelligence.implicit.prod	FatigueGroupNameMappings_5a853381-5e1c-4e47-b648-e68891faedab	1.2919	0	1.2919	1.2919	0	1.2919						
adplatform.audienceintelligence.implicit.prod	FatigueGroupNameMappings_86a82ca0-b8f7-429a-a291-445977b456de	1.2919	0	1.2919	1.2919	0	1.2919						
adplatform.audienceintelligence.implicit.prod	FisherRatioFeatureSelection.0b58f9bc-8dda-43c6-af3d-cf2e623d2682_0b58f9bc-8dda-43c6-af3d-cf2e623d2682	13.845535	10.281637	3.563898	13.845535	7.725014	6.120521						
adplatform.audienceintelligence.implicit.prod	FisherRatioFeatureSelection.283ab487-3288-43bc-b689-3bd90e5377b4_283ab487-3288-43bc-b689-3bd90e5377b4	12.380766	9.177402	3.203364	12.380766	6.914258	5.466508						
adplatform.audienceintelligence.implicit.prod	FisherRatioFeatureSelection.db63600b-d911-4a86-8e57-a19f830a63fb_db63600b-d911-4a86-8e57-a19f830a63fb	14.239286	10.665253	3.574033	14.239286	8.031589	6.207697						
adplatform.audienceintelligence.implicit.prod	FrequencyCountersSelection_c1dcd0cb-dc64-4247-8964-357e3742eda8	102.831408	74.603851	28.227557	102.831408	70.2337	32.597708						
adplatform.audienceintelligence.implicit.prod	FrequencyCountersSelection_e9d20e83-dd25-4514-94f6-b6ace4d87c69	101.166369	73.446013	27.720356	101.166369	69.035544	32.130825						
adplatform.audienceintelligence.implicit.prod	GetUserBehaviorNew.0c3213bd-2836-4b9b-8c14-acb11fe2a562_0c3213bd-2836-4b9b-8c14-acb11fe2a562	14319.84758	9417.380581	4902.466997	14319.84758	7061.285959	7258.561619						
adplatform.audienceintelligence.implicit.prod	GetUserBehaviorNew.b3a72b2d-1046-4196-9d20-e3c3f816d192_b3a72b2d-1046-4196-9d20-e3c3f816d192	12800.26344	8656.953946	4143.309494	12800.26344	6300.859324	6499.404116						
adplatform.audienceintelligence.implicit.prod	GetUserBehaviorNew.f323e55c-0597-4a3a-b8d0-bc7cad8619fa_f323e55c-0597-4a3a-b8d0-bc7cad8619fa	19153.7944	11749.09628	7404.698115	19153.7944	9336.904169	9816.890228						
adplatform.audienceintelligence.implicit.prod	HE_Metrics_GetTargetedAds	73.367761	2.769713	70.598048	73.367761	3.421355	69.946406						
adplatform.audienceintelligence.implicit.prod	HE_Metrics_Irr_2014-01-15-2014-01-17	1219678.239	0	1219678.239	1219678.239	255755.994	963922.2452						
adplatform.audienceintelligence.implicit.prod	HE_Metrics_ProcessSQLOutput	0.862962	0.082793	0.780169	0.862962	0.102245	0.760717						
adplatform.audienceintelligence.implicit.prod	HE_Metrics_Rel_2014-01-15-2014-01-16	5810182.973	852740.5213	4957442.451	5810182.973	3029552.95	2780630.022						
adplatform.audienceintelligence.implicit.prod	HE_Metrics_Rel_2014-01-15-2014-01-17	12972341.95	4209867.98	8762473.971	12972341.95	4600240.129	8372101.822						
adplatform.audienceintelligence.implicit.prod	HE_Metrics_Tar_2014-01-15-2014-01-17	316147.8483	0	316147.8483	316147.8483	64592.98367	251554.8647						
adplatform.audienceintelligence.implicit.prod	HistoricalEvaluation.37b9a0c4-932b-4c58-b565-e66b5a22fd92_37b9a0c4-932b-4c58-b565-e66b5a22fd92	5118957.856	84466.79221	5034491.064	5118957.856	78944.05736	5040013.799						
adplatform.audienceintelligence.implicit.prod	HistoricalEvaluation.54b73c84-9779-49b6-b24e-113cc596f690_54b73c84-9779-49b6-b24e-113cc596f690	5091811.406	66416.67673	5025394.729	5091811.406	65784.0131	5026027.393						
adplatform.audienceintelligence.implicit.prod	HistoricalEvaluation.59096181-8bf3-4017-8f50-93ad973709a8_59096181-8bf3-4017-8f50-93ad973709a8	5096039.307	69914.96646	5026124.341	5096039.307	68430.18549	5027609.122						
adplatform.audienceintelligence.implicit.prod	HistoricalEvaluation.71f178c1-d954-4e65-8ee0-c8f6bf3d3057_71f178c1-d954-4e65-8ee0-c8f6bf3d3057	5090988.345	65745.25287	5025243.092	5090988.345	65254.44569	5025733.899						
adplatform.audienceintelligence.implicit.prod	LiveSegmentImpClickOnPG-268435561	11931917.05	5933195.15	5998721.899	11931917.05	5929739.604	6002177.446						
adplatform.audienceintelligence.implicit.prod	ModelTrain.71e8328e-05a2-4b3c-ad47-942f39549b80_71e8328e-05a2-4b3c-ad47-942f39549b80	2.927285	2.054472	0.872813	2.927285	1.027236	1.900049						
adplatform.audienceintelligence.implicit.prod	ModelTrain.d1376c76-985f-4f8b-b327-ea12d96563b1_d1376c76-985f-4f8b-b327-ea12d96563b1	3.432529	2.415004	1.017525	3.432529	1.207502	2.225027						
adplatform.audienceintelligence.implicit.prod	ModelTrain.f1bdd956-6e96-4184-bda9-ab6b0f41f1c3_f1bdd956-6e96-4184-bda9-ab6b0f41f1c3	4.625941	3.257622	1.368319	4.625941	1.628811	2.99713						
adplatform.audienceintelligence.implicit.prod	OdysseyDealsFormattingJob_075a2593-2cf6-4092-a02c-de2347044ca1	611.5436	221.226576	390.317024	611.5436	110.701936	500.841664						
adplatform.audienceintelligence.implicit.prod	OdysseyDealsFormattingJob_8b37556c-e72b-4e2b-9053-421d539613e2	815.474907	294.998022	520.476885	815.474907	147.617211	667.857696						
adplatform.audienceintelligence.implicit.prod	OffersIntelligenceJob_3a56faf6-22bd-4bea-8bc8-83515fdbd754	1203846.448	1013511.009	190335.439	1203846.448	799941.1347	403905.3137						
adplatform.audienceintelligence.implicit.prod	OffersIntelligenceJob_5079affe-3501-40b0-887e-5ad59da1ecc9	1246088.005	1056304.865	189783.1402	1246088.005	835762.8165	410325.1885						
adplatform.audienceintelligence.implicit.prod	OffersIntelligenceJob_6ac5fca6-4593-4c92-8b36-432014a4b2d7	1200529.074	1010219.46	190309.6139	1200529.074	796753.3025	403775.7715						
adplatform.audienceintelligence.implicit.prod	OffersIntelligenceJob_f4ea32c4-686d-4519-84ad-aaf03820d189	1201369.186	1011036.111	190333.075	1201369.186	797256.824	404112.3616						
adplatform.audienceintelligence.implicit.prod	PMUserBehavior_AdClickPageGroup-20131116-20140119	21679.82556	0	21679.82556	21679.82556	0	21679.82556						
adplatform.audienceintelligence.implicit.prod	PMUserBehavior_MSNAdClick-20131116-20140119	27184.44269	19580.21568	7604.227007	27184.44269	19580.21568	7604.227007						
adplatform.audienceintelligence.implicit.prod	PMUserBehavior_MSNAdClickAdvertiser-20131116-20140119	20711.99193	13107.76492	7604.227007	20711.99193	13186.92617	7525.065755						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_16c008ad-7edc-4862-b981-b2e630da7d73	20433.26443	13851.87708	6581.387351	20433.26443	8072.463504	12360.80093						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_26d4c817-0c86-4ba5-bf97-64a3f5967721	19318.80295	11831.9035	7486.899456	19318.80295	8906.954654	10411.8483						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_2cc96013-a9c9-47fd-9fbe-aecf040c27bc	18329.72636	11800.65918	6529.067176	18329.72636	7955.022992	10374.70337						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_40f1ab73-7863-4726-8153-3b44327b1e7e	20256.15131	13733.56058	6522.590728	20256.15131	7889.30718	12366.84413						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_5cc8eb6f-0b95-4472-8d5f-de7ed4577794	20122.09991	13593.03274	6529.067176	20122.09991	7745.307792	12376.79212						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_6cbdd598-3876-418e-b096-87a53105226b	20286.01847	13756.95129	6529.067176	20286.01847	7946.634384	12339.38408						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_cf730a98-d2d2-4a14-acc4-2edc685bb9e5	20345.60472	13816.53754	6529.067176	20345.60472	8013.743248	12331.86147						
adplatform.audienceintelligence.implicit.prod	ProduceOnlineUserToUserTokenMappingFeedJob_e11fc24e-930c-4d4f-b393-2d06c375d13c	21251.88131	14722.81414	6529.067176	21251.88131	7938.245776	13313.63554						
adplatform.audienceintelligence.implicit.prod	ProduceUntargetedUsers_3ca6c707-0740-461c-8fa5-2a0120b59bc4	5525.270452	2734.42348	2790.846972	5525.270452	2734.42348	2790.846972						
adplatform.audienceintelligence.implicit.prod	ProduceUntargetedUsers_44e2cb0f-ba2d-4ec1-a229-8e71185a37f1	5525.270452	2734.42348	2790.846972	5525.270452	2734.42348	2790.846972						
adplatform.audienceintelligence.implicit.prod	ProduceUntargetedUsers_4d43d0dd-a1f9-422a-8a34-6a5af7cc2f57	5533.310346	2738.439492	2794.870854	5533.310346	2738.439492	2794.870854						
adplatform.audienceintelligence.implicit.prod	ProduceUntargetedUsers_553e73ff-69f9-4544-955f-11c7314c380f	5525.270452	2734.42348	2790.846972	5525.270452	2734.42348	2790.846972						
adplatform.audienceintelligence.implicit.prod	ProduceUntargetedUsers_88bd570d-953c-497d-a670-78acdce64cb1	5525.511494	2734.540066	2790.971428	5525.511494	2734.540066	2790.971428						
adplatform.audienceintelligence.implicit.prod	ProduceUntargetedUsers_ad155cf6-ad7c-4136-95b6-c0b9453d0d40	5525.270452	2734.42348	2790.846972	5525.270452	2734.42348	2790.846972						
adplatform.audienceintelligence.implicit.prod	ProduceUntargetedUsers_eec3c31a-fc91-46fb-80ec-ffb894e7ce17	5525.270452	2734.42348	2790.846972	5525.270452	2734.42348	2790.846972						
adplatform.audienceintelligence.implicit.prod	SLAPIExtraction_5c8ff10a-cd0e-476d-a5ec-3d5f5d299672	4738343.804	168302.9026	4570040.902	4738343.804	104625.7452	4633718.059						
adplatform.audienceintelligence.implicit.prod	SLAPIExtraction_9ff1abf4-3d36-4d3e-8f2b-ce53e3c18b3b	28526240.65	131760.754	28394479.89	28526240.65	100849.542	28425391.11						
adplatform.audienceintelligence.implicit.prod	SLAPIExtraction_c5455abd-8436-4bc3-88ad-9f80d0e300a8	44386247.52	174373.0524	44211874.47	44386247.52	140269.1106	44245978.41						
adplatform.audienceintelligence.implicit.prod	ScopeApplication1_Scope	0.014499	0	0.014499	0.014499	0	0.014499						
adplatform.audienceintelligence.implicit.prod	Scoring.4926b8c1-1615-4fd7-a48b-8bbea41bb68f_4926b8c1-1615-4fd7-a48b-8bbea41bb68f	4292.615028	2087.202013	2205.413015	4292.615028	2087.202013	2205.413015						
adplatform.audienceintelligence.implicit.prod	Scoring.76ab42c3-aaa0-42b9-ac91-b7aa5d03fcf1_76ab42c3-aaa0-42b9-ac91-b7aa5d03fcf1	1924137.074	1335205.545	588931.5289	1924137.074	1329750.562	594386.5111						
adplatform.audienceintelligence.implicit.prod	Scoring.9c30d77b-0413-4c78-b097-0404f815362f_9c30d77b-0413-4c78-b097-0404f815362f	3850.125921	2192.447736	1657.678185	3850.125921	2192.447736	1657.678185						
adplatform.audienceintelligence.implicit.prod	Scoring.e3688805-33f2-4844-a892-d4a3670bed66_e3688805-33f2-4844-a892-d4a3670bed66	2781.854781	1379.001276	1402.853505	2781.854781	1379.001276	1402.853505						
adplatform.audienceintelligence.implicit.prod	SopXifExtraction_265bd9f7-e27f-4859-8369-eb1abf5f6321	2599604.174	190524.9633	2409079.21	2599604.174	190515.6462	2409088.527						
adplatform.audienceintelligence.implicit.prod	SopXifExtraction_ba77c116-aaea-4f09-9fcc-dba10f7cc829	2599643.433	190564.2229	2409079.21	2599643.433	190471.2002	2409172.233						
adplatform.audienceintelligence.implicit.prod	UbtFeedJob_0e5dafc3-940d-4620-9792-7597b2cb3493	3202751.495	2040835.998	1161915.497	3202751.495	2039669.177	1163082.317						
adplatform.audienceintelligence.implicit.prod	UbtFeedJob_1a47d103-b48f-4e29-8921-1ecd8dc9f6f4	3199389.317	2041561.173	1157828.145	3199389.317	2041204.885	1158184.432						
adplatform.audienceintelligence.implicit.prod	UbtFeedJob_94dfe905-5f66-4c63-bfdc-f9a27578e7eb	3217340.614	2057703.905	1159636.709	3217340.614	2055901.711	1161438.903						
adplatform.audienceintelligence.implicit.prod	UbtFeedJob_ddeb8dc8-a25b-4881-82b2-ba757334280c	3200484.394	2044346.538	1156137.856	3200484.394	2043228.933	1157255.462						
adplatform.audienceintelligence.implicit.prod	UbtFeedJob_fa729e31-ef92-4797-8b37-7d10da5ad784	3186387.01	2030827.828	1155559.181	3186387.01	2030822.733	1155564.277						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_03d5697c-2367-4e3f-a493-7d8fe0817742	1245.459435	6.631882	1238.827553	1245.459435	6.631882	1238.827553						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_051ce0c9-f3c6-4a09-ab22-07a482f24968	1245.459435	6.631882	1238.827553	1245.459435	6.631882	1238.827553						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_059d573b-57af-4893-8b7b-8ae80ede08af	462088.3619	86197.69774	375890.6642	462088.3619	86181.51946	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_10a6a07e-004d-4ac4-850f-86ea7c7dc4eb	2781324.472	517591.6881	2263732.784	2781324.472	462499.7614	2318824.711						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_114c8f39-31ca-49e0-8eda-bb329d3138a1	20060.80167	12346.53474	7714.266929	20060.80167	12025.34624	8035.45543						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_21997892-d9ac-489a-833d-ae54692939b6	487476.5209	106202.5534	381273.9675	487476.5209	105775.9633	381700.5576						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_3275b4ac-6b19-4df8-b8bb-45d06f5ec272	2329415.783	433265.5017	1896150.282	2329415.783	376523.3862	1952892.397						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_33a10198-7e32-4429-88cd-aa20b9b9eb3f	1245.459435	6.631882	1238.827553	1245.459435	6.631882	1238.827553						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_34535270-1f65-4b77-b40f-30fa1d920410	475231.7201	99509.96173	375721.7584	475231.7201	98988.67217	376243.0479						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_3a597ce1-71c7-463c-86aa-9480b4c5d7d2	462287.3337	86396.66955	375890.6642	462287.3337	86380.49128	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_3c6dd7c0-be6f-4cf3-8137-05b31c2c162e	462044.9799	86154.31574	375890.6642	462044.9799	86138.13746	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_45ccf8a4-d1c4-4646-88fe-49810d2e89fc	462132.6325	86241.96835	375890.6642	462132.6325	86225.79008	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_4ab40bed-b954-411f-bc74-01c89108aa85	473175.6968	91785.44918	381390.2477	473175.6968	91769.26238	381406.4345						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_5bde9ae6-494b-4fba-8456-b0484371c79e	1950657.536	91212.74937	1859444.787	1950657.536	144833.5175	1805824.019						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_608f88cd-1221-463d-94a6-7e452cd66294	2792037.831	527421.659	2264616.172	2792037.831	445785.8529	2346251.978						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_63fa1b88-2c92-4395-8012-c615eef48105	2840860.695	564411.5348	2276449.16	2840860.695	476028.4681	2364832.227						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_695b10f9-6e73-4c60-b90d-3e88ecbafc72	462022.6077	86131.94357	375890.6642	462022.6077	86115.76529	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_6e006d5d-7d6a-46eb-9abc-9993916beae5	459997.2855	86577.41395	373419.8716	459997.2855	86561.23567	373436.0498						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_7327a771-bd78-4756-bec6-0f3a8ef48af0	1245.459435	6.631882	1238.827553	1245.459435	6.631882	1238.827553						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_7ac5f1c6-d497-4909-baa2-44cd4dbeae4f	463537.5726	86330.31117	377207.2615	463537.5726	86314.13289	377223.4397						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_86b4a2a0-0917-454c-a336-439f8fbbba64	462220.2004	86329.53623	375890.6642	462220.2004	86313.35795	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_899ec705-c60d-4bd2-96f2-bf8d45d67da8	1245.459435	6.631882	1238.827553	1245.459435	6.631882	1238.827553						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_8c051c5b-b1bb-402c-aa53-aebebbec1fa8	462463.6245	86572.96038	375890.6642	462463.6245	86556.7821	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_901a2ac0-9e93-4399-9003-48fd54cc1f5d	20060.80167	12346.53474	7714.266929	20060.80167	12025.34624	8035.45543						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_9e8a52a9-63a2-46fc-8308-deb68673e508	2327671.567	433085.0002	1894586.566	2327671.567	376607.8433	1951063.723						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_a289a956-deae-4e7a-a97b-dde3e6ba9da4	462282.7024	86131.98637	376150.7161	462282.7024	86116.02736	376166.6751						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_ace5ef17-e19e-4dff-b671-4de15c75e146	481068.8348	100675.3519	380393.483	481068.8348	100153.1287	380915.7062						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_ae3a02ac-3384-4342-9de4-7b8093e26967	462303.5668	86152.85077	376150.7161	462303.5668	86136.88963	376166.6772						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_afce4282-ffcf-47d2-b5a5-055d557548a6	460419.4824	86999.61086	373419.8716	460419.4824	86983.43258	373436.0498						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_b0eaf7b5-7d76-4f61-bb42-b513e2f64ca0	462199.3957	86308.73153	375890.6642	462199.3957	86292.55325	375906.8424						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_cdeaf85a-6b57-4184-89d6-77f6b5f63e07	464537.4599	87407.96815	377129.4917	464537.4599	87316.89719	377220.5627						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_d14714c5-a66b-431d-be30-a5bc8eb40711	474927.6513	99205.89286	375721.7584	474927.6513	98863.663	376063.9883						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_d2eab3fa-6509-48ef-884a-b78041fb9862	475141.2107	99419.45226	375721.7584	475141.2107	99080.80191	376060.4087						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_db471a4a-075f-43ee-a577-2614e78cc4d1	1245.459435	6.631882	1238.827553	1245.459435	6.631882	1238.827553						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_df4124c8-c80c-43cb-83c9-a703c61b2f24	2328102.657	432212.4214	1895890.236	2328102.657	376414.9121	1951687.745						
adplatform.audienceintelligence.implicit.prod	UserIntelligenceJob_f9b54b19-058c-44a6-b5e2-4bb1ae85f5c2	463201.8561	86072.36442	377129.4917	463201.8561	86056.18615	377145.67						
adplatform.audienceintelligence.intentbt.prod	AlgorithmRebootstrap_2014-02-12	2759204.496	298289.3348	2460915.161	2759204.496	285732.503	2473471.993						
adplatform.audienceintelligence.intentbt.prod	AlgorithmRebootstrap_2014-02-13	85931.30137	31400.02965	54531.27173	85931.30137	20016.05463	65915.24675						
adplatform.audienceintelligence.intentbt.prod	BaISDeltaFeedGen_20140212_0896fd80-2bb4-4d64-b253-07ef2343b0de	569211.2537	409291.828	159919.4258	569211.2537	408292.099	160919.1547						
adplatform.audienceintelligence.intentbt.prod	BaISDeltaFeedGen_20140212_b2df87e7-d750-4079-b07c-4ca0c8c9ba91	853342.8068	670115.5178	183227.2891	853342.8068	670115.5178	183227.2891						
adplatform.audienceintelligence.intentbt.prod	BaISDeltaFeedGen_20140213_1a42f361-1089-45c1-a595-2ddcb9f6c283	759626.23	575577.9438	184048.2862	759626.23	575577.9438	184048.2862						
adplatform.audienceintelligence.intentbt.prod	BaISDeltaFeedGen_20140213_7115c5db-a1d1-4709-a4f4-ab2b08a247b3	542072.5351	388495.3649	153577.1702	542072.5351	387545.3434	154527.1916						
adplatform.audienceintelligence.intentbt.prod	BrandToSegment	5574418.066	602045.8079	4972372.258	5574418.066	602058.138	4972359.928						
adplatform.audienceintelligence.intentbt.prod	CTR_20140212_40910198-d837-4ee5-9b98-5115cfbeba3f	24357213.58	16806472.74	7550740.832	24357213.58	12952138.33	11405075.24						
adplatform.audienceintelligence.intentbt.prod	CTR_20140212_fcba5794-c56b-4b15-9e78-52febdbe8abc	24400119.71	16850508.47	7549611.234	24400119.71	12975969.62	11424150.09						
adplatform.audienceintelligence.intentbt.prod	CTR_20140213_096c58e4-3d55-4a19-be58-d7c14b1eee51	24311858.46	16803136.37	7508722.086	24311858.46	12947851.75	11364006.71						
adplatform.audienceintelligence.intentbt.prod	CTR_20140213_3f0792a0-b438-4294-b43c-623e8bf72163	24318231.73	16809368.81	7508862.924	24318231.73	12950884.22	11367347.51						
adplatform.audienceintelligence.intentbt.prod	CookieReach_20140212_abcc19e6-763a-48de-bb86-6e2d7c17c8a2	6571179.767	5349791.151	1221388.616	6571179.767	5293644.719	1277535.048						
adplatform.audienceintelligence.intentbt.prod	CookieReach_20140213_184c48cd-e5cc-41e1-a601-20632068da6d	6589913.101	5364964.558	1224948.542	6589913.101	5306936.759	1282976.342						
adplatform.audienceintelligence.intentbt.prod	CookieReach_20140213_a2e02701-d608-491a-b61a-8b20eee9aaf9	6572238.307	5349272.687	1222965.619	6572238.307	5288769.242	1283469.064						
adplatform.audienceintelligence.intentbt.prod	CookieReach_20140213_b2c97af5-2847-4fce-87e5-39231efeea73	6575637.021	5352671.402	1222965.619	6575637.021	5293319.755	1282317.267						
adplatform.audienceintelligence.intentbt.prod	LuxCoverageReports_Prod_2014-02-11	38475752.2	32429187.73	6046564.473	38475752.2	29407394.85	9068357.351						
adplatform.audienceintelligence.intentbt.prod	LuxCoverageReports_Prod_2014-02-12	40771829.24	34678945.47	6092883.777	40771829.24	30087164.48	10684664.76						
adplatform.audienceintelligence.intentbt.prod	LuxReachMetrics_20140211	1470192.535	257.837592	1469934.698	1470192.535	255.625389	1469936.91						
adplatform.audienceintelligence.intentbt.prod	LuxReachMetrics_20140212	1471605.74	258.706798	1471347.033	1471605.74	256.518835	1471349.221						
adplatform.audienceintelligence.intentbt.prod	MergedAttributesSplitter_2014-02-11	39031216.37	28521599.16	10509617.21	39031216.37	28412245.98	10618970.39						
adplatform.audienceintelligence.intentbt.prod	MergedAttributesSplitter_2014-02-12	78398703.9	57188389.14	21210314.76	78398703.9	57151630.26	21247073.64						
adplatform.audienceintelligence.sandbox	RefineSeed	422.344316	0	422.344316	422.344316	0	422.344316						
adplatform.audienceintelligence.scoring.ppe	AdBarDataExtraction_3c76d037-7eb6-46e8-b0c3-468b9b9a7ce3	669730.0499	13.195856	669716.854	669730.0499	13.195856	669716.854						
adplatform.audienceintelligence.scoring.ppe	AdBarDataExtraction_752c6992-0e1a-4bd0-8ac8-5c62d44fbd17	806487.4912	10.527042	806476.9641	806487.4912	10.527042	806476.9641						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionDistribution_20140212_0000_efedddcf-5b4a-4712-92df-69af943f89bd	904599.6909	428084.2419	476515.449	904599.6909	331625.1939	572974.497						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionDistribution_20140213_0000_2e45bf9e-094e-474a-8c46-95b126271034	894585.1868	422528.6775	472056.5093	894585.1868	327185.9535	567399.2333						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionExtract_20140127_0000_03201c2b-1f33-4fbb-a5c7-2927803c28fa	3164828.626	656899.2276	2507929.398	3164828.626	655613.9531	2509214.673						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionExtract_20140127_0000_062a5905-9433-412b-b1a4-d36faefb142c	3164813.79	656588.5046	2508225.286	3164813.79	655929.401	2508884.39						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionExtract_20140127_0000_07f39b5f-df5e-46b9-8234-3218501f27e7	3164139.17	656252.5459	2507886.624	3164139.17	655811.5019	2508327.668						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionExtract_20140127_0000_0d5c6fb1-627b-45a0-8eb2-9ff58d9c95c6	3163893.612	657002.5781	2506891.034	3163893.612	655515.4186	2508378.194						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionExtract_20140127_0000_1076a63d-232f-4211-9246-938fb88f1042	3165943.671	656608.9455	2509334.726	3165943.671	656022.1362	2509921.535						
adplatform.audienceintelligence.scoring.ppe	AdCenter_AI_AdImpressionExtract_20140127_0000_153f0d79-c1c6-43de-bd27-c73e38168da7	3163438.483	656547.4489	2506891.034	3163438.483	655516.947	2507921.536						
