									Percentile	Global Written	Global Read	Temp Written	Temp Read
									20	43	28	0	0
									50	"26,434"	"12,310"	"3,621"	"5,270"
									90	"5,189,312"	"3,664,867"	"2,335,200"	"3,109,876"
									99	"109,872,552"	"104,301,900"	"48,835,649"	"57,291,349"
									99.9	"723,635,551"	"719,054,918"	"272,325,283"	"355,459,219"
									99.99	"2,870,992,194"	"2,870,710,332"	"2,095,380,984"	"2,121,207,419"
													
													
									Max	"4,744,884,684"	"4,743,848,299"	" 2,876,545,372 "	" 2,578,337,402 "
													
													
													
													
													
													
VC	Job	Total Read	Total Temp Read	Total Global Read	Total Written	Total Temp Written	Total Global Written						
adcenter.bicore.prod2	Yahoo_Extraction_2014021313	6389224.824	5919184.296	470040.528	6389224.824	2671699.742	3717525.082						
adcenter.bicore.prod2	Yahoo_Extraction_2014021314	7217651.556	6694174.863	523476.6921	7217651.556	3007400.027	4210251.529						
adcenter.bicore.prod2	Yahoo_Extraction_2014021315	7475489.816	6923754.407	551735.4085	7475489.816	3109276.249	4366213.566						
adcenter.bicore.prod2	Yahoo_Extraction_2014021316	7415100.365	6862924.091	552176.2739	7415100.365	3067582.713	4347517.652						
adcenter.bicore.prod2	Yahoo_Extraction_2014021317	6925881.989	6401724.454	524157.5346	6925881.989	2874393.204	4051488.785						
adcenter.bicore.prod2	Yahoo_Extraction_2014021318	6528949.816	6031638.661	497311.1546	6528949.816	2720104.305	3808845.511						
adcenter.bicore.prod2	Yahoo_Extraction_2014021319	6325807.348	5841502.806	484304.5422	6325807.348	2638747.509	3687059.839						
adcenter.bicore.prod2	Yahoo_Extraction_2014021320	6065991.101	5599233.375	466757.7251	6065991.101	2526783.52	3539207.58						
adcenter.bicore.prod2	Yahoo_Extraction_2014021321	5821310.336	5374613.505	446696.8311	5821310.336	2426873.794	3394436.542						
adcenter.bicore.prod2	Yahoo_Extraction_2014021322	5515397.588	5087485.335	427912.2532	5515397.588	2305750.089	3209647.499						
adcenter.bicore.prod2	Yahoo_Extraction_2014021323	5389959.699	4974948.075	415011.6237	5389959.699	2245496.494	3144463.205						
adcenter.bicore.prod2	Yahoo_Extraction_2014021400	5769998.604	5343488.672	426509.9317	5769998.604	2397499.071	3372499.533						
adcenter.bicore.prod2	Yahoo_Extraction_2014021401	12769941.53	11853828.04	916113.4957	12769941.53	5270269.798	7499671.734						
adcenter.bicore.prod2	Yahoo_Extraction_2014021402	12672433.44	11746625.93	925807.5112	12672433.44	5231783.673	7440649.771						
adcenter.bicore.prod2	Yahoo_Extraction_2014021403	12385011.22	11476137.85	908873.3706	12385011.22	5109010.028	7276001.196						
adcenter.bicore.prod2	Yahoo_Extraction_2014021404	5779552.734	5347142.387	432410.3467	5779552.734	2389122.742	3390429.992						
adcenter.bicore.prod2	Yahoo_Extraction_2014021405	5382421.054	4974655.18	407765.8736	5382421.054	2228658.432	3153762.622						
adcenter.bicore.prod2	Yahoo_Extraction_2014021406	5088042.041	4701046.785	386995.2566	5088042.041	2114404.781	2973637.26						
adcenter.bicore.prod2	Yahoo_Extraction_2014021407	4908658.344	4535101.746	373556.5974	4908658.344	2045301.699	2863356.644						
adcenter.bicore.prod2	Yahoo_Extraction_2014021408	4928617.857	4555063.009	373554.8476	4928617.857	2059502.316	2869115.541						
adcenter.bicore.prod2	Yahoo_Extraction_2014021409	5002059.075	4621805.954	380253.1208	5002059.075	2092267.26	2909791.814						
adcenter.bicore.prod2	Yahoo_Extraction_2014021410	4698423.731	4329379.165	369044.5666	4698423.731	1974533.082	2723890.649						
adcenter.bicore.prod2	Yahoo_Extraction_2014021411	4694879.171	4329869.102	365010.0689	4694879.171	1974890.936	2719988.235						
adcenter.bicore.prod2	Yahoo_Extraction_2014021412	5052156.771	4667780.396	384376.3751	5052156.771	2130493.136	2921663.635						
adcenter.bicore.prod2	Yahoo_Extraction_2014021413	5792173.545	5362484.274	429689.2706	5792173.545	2424680.193	3367493.351						
adcenter.bicore.prod2	Yahoo_Extraction_2014021414	6477172.448	6001930.79	475241.6577	6477172.448	2693898.928	3783273.52						
adcenter.bicore.prod2	Yahoo_Extraction_2014021415	6888663.736	6381833.41	506830.3263	6888663.736	2860631.058	4028032.678						
adcenter.bicore.prod2	Yahoo_Extraction_2014021416	7004678.148	6489817.672	514860.4757	7004678.148	2878893.251	4125784.897						
adcenter.bicore.prod2	Yahoo_Extraction_2014021417	6640550.859	6145937.606	494613.2531	6640550.859	2736042.37	3904508.489						
adcenter.bicore.prod2	Yahoo_Extraction_2014021418	6268618.453	5797426.841	471191.6125	6268618.453	2587662.418	3680956.035						
adcenter.bicore.prod2	Yahoo_Extraction_2014021419	5892901.53	5445091.446	447810.0836	5892901.53	2433013.283	3459888.247						
adcenter.bicore.prod2	Yahoo_Extraction_2014021420	5552355.299	5129477.907	422877.3923	5552355.299	2297058.221	3255297.078						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021219	7434771.829	7434771.829	0	7434771.829	2490375.929	4944395.9						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021220	24509408.99	24509408.99	0	24509408.99	21337482.67	3171926.32						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021221	34713731.45	34710062.83	3668.623222	34713731.45	30159536.39	4554195.057						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021222	37747935.58	35144496.91	2603438.675	37747935.58	34911554.55	2836381.033						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021223	35528258.15	33079059.06	2449199.086	35528258.15	33034382.87	2493875.282						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021300	39249934.39	36560816.87	2689117.516	39249934.39	36521273.56	2728660.829						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021301	41645355.27	38789262.43	2856092.836	41645355.27	38707559.93	2937795.34						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021302	39961941.43	37194744.93	2767196.497	39961941.43	37170448.01	2791493.426						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021303	38661308.46	36000163.62	2661144.838	38661308.46	35942536.04	2718772.419						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021304	35280282.31	32854299.59	2425982.715	35280282.31	32607553.56	2672728.747						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021305	32701522.19	30452603.48	2248918.707	32701522.19	30421609.26	2279912.933						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021306	29282676.13	27250943.42	2031732.717	29282676.13	27198787.05	2083889.08						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021307	26497188.26	24648403.53	1848784.726	26497188.26	24593047.26	1904140.998						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021308	27069148.55	25171173.56	1897974.993	27069148.55	25107719.63	1961428.924						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021309	27093364.47	25172558.76	1920805.711	27093364.47	25104062.1	1989302.373						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021310	24685021.76	22910966.39	1774055.374	24685021.76	22838273.47	1846748.291						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021311	25263929.18	23441602.28	1822326.891	25263929.18	23380754.18	1883175						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021312	27882363.91	25857682.61	2024681.301	27882363.91	25787365.55	2094998.361						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021313	35756640.42	33265944.28	2490696.139	35756640.42	33217615.24	2539025.178						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021314	42135955.31	39216184.2	2919771.103	42135955.31	39129687.02	3006268.281						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021315	45181474.53	42060212.89	3121261.644	45181474.53	41959975.74	3221498.788						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021316	45642497.06	42486987.88	3155509.173	45642497.06	42424267.11	3218229.947						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021317	42807147.72	39843282.29	2963865.43	42807147.72	39743630.96	3063516.764						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021318	42786009.39	39845025.14	2940984.25	42786009.39	39769317.12	3016692.268						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021319	41824177.88	38943131.98	2881045.894	41824177.88	38807778.77	3016399.105						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021320	40097741.81	37293855.83	2803885.975	40097741.81	37204150.8	2893591.006						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021321	40125622.22	37355696.47	2769925.748	40125622.22	37011030.25	3114591.973						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021322	37853132.96	35223015.53	2630117.432	37853132.96	35111499.02	2741633.938						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021323	36743982.76	34208880.53	2535102.228	36743982.76	34109752.37	2634230.391						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021400	39982054.46	37250484.83	2731569.621	39982054.46	36815960.11	3166094.349						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021401	40839700.69	38031310.88	2808389.815	40839700.69	37904018.08	2935682.607						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021402	39590573.47	36876450.67	2714122.801	39590573.47	36794395.41	2796178.069						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021403	38283076.05	35672031.23	2611044.828	38283076.05	35526086.47	2756989.585						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021404	33071739.13	30801484.44	2270254.687	33071739.13	30721688.72	2350050.405						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021405	29569123.95	27518494.21	2050629.747	29569123.95	27456797.01	2112326.947						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021406	28064900.24	26123673.96	1941226.287	28064900.24	26093775.12	1971125.121						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021407	25142840.31	23394663.09	1748177.221	25142840.31	23318274.66	1824565.647						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021408	25762488.12	23968906.03	1793582.089	25762488.12	23903415.74	1859072.373						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021409	24242253.2	22527946.12	1714307.083	24242253.2	22479773.26	1762479.944						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021410	21710090.88	20150332.04	1559758.848	21710090.88	20110245.64	1599845.24						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021411	23649073.44	21959375.13	1689698.314	23649073.44	21911458.88	1737614.561						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021412	26143656.89	24263332.61	1880324.276	26143656.89	24183447.59	1960209.296						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021413	33374795.22	31044786.1	2330009.122	33374795.22	30671419.78	2703375.444						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021414	40208974	37444385.28	2764588.716	40208974	37338829.5	2870144.495						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021415	43901745.16	40899066.65	3002678.516	43901745.16	40853513.81	3048231.351						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021416	44330651.3	41307025.96	3023625.342	44330651.3	41277545.6	3053105.704						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021417	41818426.32	38926107.49	2892318.83	41818426.32	38892042.36	2926383.957						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021418	41133692.62	38285365.36	2848327.257	41133692.62	38242571.2	2891121.417						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021419	39393602.45	36688319.36	2705283.092	39393602.45	36632035.34	2761567.116						
adcenter.bicore.sa_prod	BI_ODP_AUCTION_2014021420	36375525.71	33917013.85	2458511.862	36375525.71	33879912.12	2495613.598						
adcenter.bicore.sa_prod	BI_ODP_NIF_MSFT_2014021100	73932375.59	148191.1831	73784184.41	73932375.59	147708.4194	73784667.17						
adcenter.bicore.sa_prod	BI_ODP_NIF_MSFT_2014021200	72386561.83	145505.1137	72241056.72	72386561.83	144534.0814	72242027.75						
adcenter.bicore.sa_prod	BI_ODP_NIF_MSFT_2014021300	70921130.1	139902.2952	70781227.81	70921130.1	139973.9225	70781156.18						
adcenter.bicore.sa_prod	BI_ODP_NIF_YAHOO_2014021103	1584587.852	1567996.174	16591.67844	1584587.852	878583.3974	706004.4547						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021222	56811.12366	32865.3275	23945.79615	56811.12366	22181.64814	34629.47552						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021223	52358.48172	30485.28154	21873.20018	52358.48172	20326.51386	32031.96786						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021300	54049.32997	31405.42353	22643.90644	54049.32997	20939.94186	33109.38812						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021301	56436.97024	32893.97689	23542.99336	56436.97024	21932.3115	34504.65874						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021302	55648.49392	32426.45008	23222.04384	55648.49392	21620.6262	34027.86772						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021303	53589.63487	31168.29526	22421.33962	53589.63487	20781.85632	32807.77855						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021304	49782.42218	28871.93082	20910.49136	49782.42218	19250.94594	30531.47625						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021305	46918.69435	27118.78075	19799.91361	46918.69435	18082.17772	28836.51664						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021306	48812.68608	28204.64031	20608.04577	48812.68608	18806.08485	30006.60123						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021307	44898.14974	25820.24851	19077.90123	44898.14974	17216.49031	27681.65944						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021308	46025.51639	26512.59801	19512.91838	46025.51639	17678.05438	28347.46201						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021309	50346.98615	29107.6122	21239.37395	50346.98615	19408.06535	30938.9208						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021310	49211.41496	28487.42236	20723.9926	49211.41496	18994.60624	30216.80872						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021311	49598.87463	28694.51499	20904.35964	49598.87463	19132.66723	30466.20741						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021312	51935.89793	29997.09103	21938.8069	51935.89793	20001.05199	31934.84594						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021313	58730.54021	33887.53869	24843.00152	58730.54021	22594.68602	36135.85419						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021314	64490.31766	37457.77003	27032.54763	64490.31766	24974.84178	39515.47588						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021315	68633.66342	39973.45343	28660.20998	68633.66342	26651.96564	41981.69778						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021316	68798.92791	40182.33019	28616.59771	68798.92791	26827.86554	41971.06237						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021317	63425.35395	36842.19014	26583.16381	63425.35395	24564.45746	38860.8965						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021318	64112.51105	37272.82202	26839.68903	64112.51105	24851.54386	39260.96718						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021319	63051.96441	36928.29631	26123.6681	63051.96441	24353.42461	38698.5398						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021320	61174.05386	35615.24855	25558.80532	61174.05386	23746.49489	37427.55898						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021321	59714.6693	34052.46469	25662.20461	59714.6693	22704.63822	37010.03107						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021322	58497.50576	33151.13999	25346.36578	58497.50576	22103.75508	36393.75068						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021323	55574.68779	31338.18077	24236.50702	55574.68779	20895.11485	34679.57294						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021400	56075.25815	32207.70795	23867.5502	56075.25815	21474.79963	34600.45852						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021401	55000.68222	31965.65727	23035.02495	55000.68222	21313.43099	33687.25123						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021402	54241.76256	31563.45445	22678.30811	54241.76256	21045.2958	33196.46676						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021403	53422.59568	31163.935	22258.66069	53422.59568	20778.94949	32643.64619						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021404	51936.04903	30322.72355	21613.32548	51936.04903	20218.14112	31717.90791						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021405	49430.26134	28706.34104	20723.9203	49430.26134	19140.55278	30289.70856						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021406	47665.90265	27583.52805	20082.3746	47665.90265	18392.00927	29273.89338						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021407	42741.96511	24561.45607	18180.50904	42741.96511	16377.29534	26364.66977						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021408	46923.54094	27018.22537	19905.31556	46923.54094	18015.14005	28908.40089						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021409	44632.6511	25639.96879	18992.68231	44632.6511	17096.30306	27536.34805						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021410	42521.90122	24283.90115	18238.00007	42521.90122	16255.17101	26266.73022						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021411	45077.76196	25895.95096	19181.811	45077.76196	17266.95635	27810.80561						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021412	49637.49863	28616.90442	21020.59422	49637.49863	19080.92757	30556.57106						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021413	55618.21306	32239.54832	23378.66474	55618.21306	21496.02428	34122.18878						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021414	62012.37014	36072.26795	25940.1022	62012.37014	24051.17296	37961.19718						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021415	65553.74101	38196.19084	27357.55017	65553.74101	25467.12232	40086.61869						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021416	65730.86077	38375.78566	27355.07512	65730.86077	25553.76898	40177.09179						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021417	63075.16738	36782.86674	26292.30064	63075.16738	24524.90776	38550.25961						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021418	62079.77658	36092.7282	25987.04838	62079.77658	24064.81467	38014.96191						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021419	60870.88876	35579.83081	25291.05796	60870.88876	23722.88232	37148.00644						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021420	56886.96567	33338.79012	23548.17556	56886.96567	22335.86327	34551.1024						
adcenter.bicore.sa_prod	BI_SA_NAFCombine_2014021421	52953.91065	30774.75771	22179.15294	52953.91065	20519.49874	32434.41191						
adcenter.bicore.sa_prod	DemandDailyBidSnapshot_2014_02_12	187001498.4	168647426.9	18354071.52	187001498.4	152406488.4	34595010						
adcenter.bicore.sa_prod	DemandDailyBidSnapshot_2014_02_13	184876196	167434976.8	17441219.2	184876196	150712270.4	34163925.59						
adcenter.bicore.sa_prod	DemandDailyBudgetSnapshot_2014_02_12	428433.0759	336794.8964	91638.17946	428433.0759	313657.0948	114775.9811						
adcenter.bicore.sa_prod	DemandDailyBudgetSnapshot_2014_02_13	431954.2736	340812.2092	91142.06435	431954.2736	314604.5819	117349.6917						
adcenter.bicore.sa_prod	DemandDailyCampaignAggregates_2014_02_12	1432141.834	1223037.726	209104.1078	1432141.834	1208330.312	223811.5222						
adcenter.bicore.sa_prod	DemandDailyCampaignAggregates_2014_02_13	1441242.573	1231725.297	209517.2757	1441242.573	1210531.016	230711.5566						
adcenter.bicore.sa_prod	DemandDailyDatamartAggregates_2014_02_12	1786900.411	72945.878	1713954.533	1786900.411	72792.60853	1714107.802						
adcenter.bicore.sa_prod	DemandDailyDatamartAggregates_2014_02_13	1733153.534	72487.57978	1660665.954	1733153.534	72453.4778	1660700.056						
adcenter.bicore.sa_prod	DemandDailyOrderAggregates_2014_02_12	32313282.08	25454304.66	6858977.42	32313282.08	25319380.84	6993901.239						
adcenter.bicore.sa_prod	DemandDailyOrderAggregates_2014_02_13	32393426.69	25548132.65	6845294.045	32393426.69	25304695.28	7088731.41						
adcenter.bicore.sa_prod	DemandDailyPULogAggregates_2014_02_12	73125.62233	40476.07063	32649.5517	73125.62233	40451.90559	32673.71674						
adcenter.bicore.sa_prod	DemandDailyPULogAggregates_2014_02_13	73925.18095	40745.90135	33179.2796	73925.18095	40721.71758	33203.46337						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021222	11257323.88	10764389.78	492934.0988	11257323.88	8528240.051	2729083.827						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021223	10580189.94	10106952.03	473237.9127	10580189.94	8022296.127	2557893.814						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021300	11602639.02	11089685.05	512953.9668	11602639.02	8785690.243	2816948.773						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021301	12401710.46	11848091.54	553618.9265	12401710.46	9350893.547	3050816.915						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021302	11879641.73	11335903.34	543738.3823	11879641.73	8954595.549	2925046.178						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021303	11413523.83	10889848.51	523675.3145	11413523.83	8611242.605	2802281.221						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021304	10293564.6	9813073.77	480490.832	10293564.6	7769185.994	2524378.609						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021305	9491329.06	9034376.954	456952.1053	9491329.06	7166693.457	2324635.603						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021306	9282748.862	8839066.503	443682.3591	9282748.862	7007923.47	2274825.392						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021307	8847463.07	8428553.313	418909.7568	8847463.07	6689051.244	2158411.826						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021308	9093798.905	8663473.927	430324.9779	9093798.905	6872868.316	2220930.588						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021309	9627293.228	9180728.372	446564.8557	9627293.228	7280203.963	2347089.265						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021310	9069868.29	8640973.562	428894.7279	9069868.29	6854454.815	2215413.475						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021311	9252735.429	8810018.767	442716.6614	9252735.429	6992486.467	2260248.961						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021312	10151694.38	9670775.296	480919.0849	10151694.38	7658786.853	2492907.528						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021313	11861932.79	11308314.77	553618.0215	11861932.79	8916553.047	2945379.741						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021314	13950604.63	13334507.22	616097.4118	13950604.63	10628747.04	3321857.588						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021315	14826106.71	14189740.6	636366.1092	14826106.71	11228347.48	3597759.226						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021316	14877614.46	14251311.76	626302.7003	14877614.46	11371750.57	3505863.89						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021317	13772350.17	13190488.55	581861.6176	13772350.17	10524543.33	3247806.841						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021318	13364831.16	12797872.48	566958.6829	13364831.16	10227426.19	3137404.967						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021319	13308256.71	12738644.97	569611.7371	13308256.71	10147920.84	3160335.876						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021320	12217999.77	11678794.88	539204.8966	12217999.77	9211441.079	3006558.693						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021321	11886569.64	11359283.13	527286.5099	11886569.64	8974382.049	2912187.589						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021322	11373155.56	10864838.32	508317.2431	11373155.56	8605439.547	2767716.017						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021323	10864068.54	10380662.62	483405.9193	10864068.54	8211444.845	2652623.692						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021400	11425171.37	10908946.44	516224.9311	11425171.37	8614432.039	2810739.329						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021401	11713879.16	11181741.86	532137.2988	11713879.16	8834841.616	2879037.548						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021402	11327766.58	10815662.77	512103.8026	11327766.58	8539924.297	2787842.279						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021403	11169516.04	10667462.19	502053.8504	11169516.04	8441329.955	2728186.088						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021404	10110908.5	9645738.774	465169.7301	10110908.5	7641136.533	2469771.971						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021405	9585969.843	9144593.922	441375.9209	9585969.843	7262317.252	2323652.591						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021406	9116901.701	8701867.533	415034.1673	9116901.701	6897666.507	2219235.194						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021407	8527582.35	8131351.31	396231.0404	8527582.35	6452913.259	2074669.092						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021408	8810172.922	8399769.306	410403.6164	8810172.922	6674568.018	2135604.904						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021409	8506488.651	8100553.388	405935.2634	8506488.651	6439925.378	2066563.273						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021410	7908217.713	7525137.655	383080.0582	7908217.713	5984455.129	1923762.584						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021411	8430557.603	8024324.728	406232.8748	8430557.603	6384911.395	2045646.208						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021412	9348781.596	8898721.681	450059.9152	9348781.596	7068462.393	2280319.203						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021413	10829853.44	10319920.01	509933.4353	10829853.44	8170714.625	2659138.816						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021414	12306635.82	11739926.31	566709.5104	12306635.82	9261610.506	3045025.318						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021415	13623687.06	13027450.18	596236.8716	13623687.06	10397733.33	3225953.726						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021416	14089087.01	13497714.68	591372.3353	14089087.01	10789705.37	3299381.648						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021417	12785108.28	12224662.16	560446.1218	12785108.28	9657508.345	3127599.94						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021418	12407581.98	11866217.69	541364.2992	12407581.98	9384081.542	3023500.443						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021419	11936832.13	11419659.12	517173.0106	11936832.13	9035360.843	2901471.291						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021420	11303132.52	10814301.16	488831.3609	11303132.52	8560885.199	2742247.323						
adcenter.bicore.sa_prod	DiagnosticPrivate_2014021421	10762264.86	10290628.52	471636.3324	10762264.86	8152258.604	2610006.253						
adcenter.bicore.sa_prod	DiagnosticPublic_2014021220	716913.901	716913.901	0	716913.901	161716.8463	555197.0547						
adcenter.bicore.sa_prod	DiagnosticPublic_2014021221	14001970.58	13233503.08	768467.5001	14001970.58	13214471.25	787499.3348						
adcenter.bicore.sa_prod	DiagnosticPublic_2014021222	12882695.32	12170281.28	712414.0382	12882695.32	12153322.01	729373.3035						
adcenter.bicore.sa_prod	DiagnosticPublic_2014021223	12227329.68	11544294.78	683034.8993	12227329.68	11520823.53	706506.1425						
